,created_at,id,id_str,full_text,NER-Words,NER-Tags,rfind,Displaced People and Evacuations,Not Related information,displacement_term,Reporting_unit,Figure,tbr,Unnamed: 11,trigger,term_unit,conflict,attack,battl,clash,cyclon,destroyed h,earthquak,flood,hurrican,landslid,storm,tsunami,typhoon,wildfir,fire,violenc,fight,destroy,famili,homeless,household,peopl,person,shelter,displac,evacu,arriv,asylum seek,build,citizen,collaps,cross,damag,dwell,enter,evict,flee,forc,home,hous,hut,individu,inhabit,migrant,refuge,relief camp,reloc,resid,villag,civilian,idp,evacue
106,Sun Aug 23 18:22:30 +0000 2020,1.30E+18,1.30E+18,@eacey_ @ClayHartedGhoul @GroverforSenate @MikeHudema I have read about it. Also read about millions of displaced people because of climate change. Now tell me again how adding even MORE people to the Earth is a good thing.,,,,1,1,,,,,,[],"['displac', 'peopl', 'peopl']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,Sun Aug 23 17:33:38 +0000 2020,1.30E+18,1.30E+18,"The ice melts...the sea level rise...communities are flooded...people are displaced...fueling conflicts...people migrate... and... 

#climate change may rapidly become a #humanitarian crisis. We need action now! https://t.co/GbmiqHGf5s",,,,1,1,,,,,,"['flood', 'conflict']","['peopl', 'displac', 'peopl']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,Sun Aug 23 17:29:14 +0000 2020,1.30E+18,1.30E+18,"...be on the coast for the first time in 30-40 million years. Something over a billion people would be displaced, leading to multiple wars as we vie to claim a pied-a-terre.

Those left would have to contend with radically altered climate patterns as the expanded oceans soak...",,,,1,1,,,,,,[],"['peopl', 'displac']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,Sun Aug 23 16:58:55 +0000 2020,1.30E+18,1.30E+18,"""The planetary climate is shifting like cargo on a sinking ship"", "" the number of people displaced by war, conflict, and persecution had risen to a staggering 65.3 million"", ""Species are going extinct at a rate not seen since the dinosaurs vanished 65 million years ago""",,,,1,1,,,,,,['conflict'],"['peopl', 'displac']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,Sun Aug 23 16:49:45 +0000 2020,1.30E+18,1.30E+18,The climate refugee crisis is already happening on smaller scales across the globe. It won’t be long until a large event tests our worlds response to people displaced not from war but instead from the violence of nature.,,,,1,1,,,,,,['violenc'],"['refuge', 'peopl', 'displac']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
111,Sun Aug 23 16:10:31 +0000 2020,1.30E+18,1.30E+18,"💔 for California--the beautiful places burned, the people displaced &amp; traumatized by years of major fires.

""What’s happening has a name: climate change. It doesn’t have to be this way. For all of us, for our children, and even for our trees."" @leahstokes https://t.co/QYnzZqroiJ",,,,1,1,,,,,,['fire'],"['peopl', 'displac']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,Sun Aug 23 11:42:07 +0000 2020,1.30E+18,1.30E+18,"The World Bank estimated that 143m people may become internally displaced by 2050
Part of the insecurity in Nigeria can be linked to climate change relating to d drying up of Lake Chad, forcing people to leave their ancestral homes against their wishes
They deserve our sympathies https://t.co/sEYgpVVJmB","[""143m"", ""people"", ""displaced"", ""by"", ""2050""]","[""B-fig"", ""B-unit"", ""B-term"", ""B-time"",  ""I-time""]",FALSE,1,0,displaced,people,143m,,,[],"['peopl', 'displac', 'forc', 'peopl', 'home']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
113,Sun Aug 23 08:55:43 +0000 2020,1.30E+18,1.30E+18,"“Sea levels will rise 1m by 2100. To put that in context, every centimetre of sea level rise means about a million people will be displaced from their low-lying homelands.”

The climate refugee crisis is going to be on a scale unprecedented in modern human history.",,,,1,1,,,,,,[],"['peopl', 'displac', 'refuge']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
114,Sun Aug 23 02:03:12 +0000 2020,1.30E+18,1.30E+18,"@ewarren Evacuation bag at front door, can’t open windows last few days, family &amp; friends displaced from homes.
This Californian wants you to help make bold moves to combat climate change. #warren2024",,,,1,1,,,,,,[],"['evacu', 'famili', 'displac', 'home']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
115,Sun Aug 23 01:37:42 +0000 2020,1.30E+18,1.30E+18,"An open Civilian Conservation Corps for climate mitigation &amp; resilience (maybe w/ displaced fossil worker preference) could do this plus:
-cap abandoned oil/gas wells
-restore streams in mining areas
-build coastal/natural infrastructure 
-tend urban tree canopy
-build bike infra https://t.co/tDAR8aoOES",,,,1,1,,,,,,[],"['civilian', 'displac']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
116,Sun Aug 23 01:22:59 +0000 2020,1.30E+18,1.30E+18,"S.2565 “A bill to establish a Global Climate Change Resilience Strategy, to authorize the admission of climate-displaced persons, and for other purposes” - was introduced by none other than Ed Markey

Yet another example of Ed leading in climate policy 
https://t.co/rzuHMNconp",,,,1,1,,,,,,[],['person'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,Sun Aug 23 01:20:00 +0000 2020,1.30E+18,1.30E+18,"Per the UN International Organization for Migration, ""there could be as many as 200 million people displaced by climate change by 2050, with some estimates going up to 1 billion""

Be wary of climate plans that do not seek to protect climate refugees https://t.co/1FjTedJ44a",,,,1,1,,,,,,[],"['peopl', 'displac', 'refuge']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
118,Sun Aug 23 00:38:19 +0000 2020,1.30E+18,1.30E+18,"Many people have been displaced by systemic racism and poverty, endless wars, climate crisis on land, air, and sea.

This pandemic combined with over 40 years of austerity policies and over 400 years of oppression of Black and Indigenous people is making matters worse.",,,,1,1,,,,,,[],"['peopl', 'displac', 'peopl']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,Sat Aug 22 23:23:03 +0000 2020,1.30E+18,1.30E+18,@EtrahTap @VOCMNEWS Entirely serious. This province needs some new ideas. It’s tautological that a non-renewable resource isn’t sustainable. Climate change is making our planet less habitable and will kill or displaced millions of people.,,,,1,1,,,,,,[],"['displac', 'peopl']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,Sat Aug 22 21:07:23 +0000 2020,1.30E+18,1.30E+18,@ClimateHuman Read an piece interviewing a person displaced by fire who referred to himself as a climate change refugee...,,,,1,1,,,,,,['fire'],"['person', 'displac', 'refuge']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
121,Sat Aug 22 18:47:38 +0000 2020,1.30E+18,1.30E+18,"The swelling lakes:

Six Rift Valley lakes displace thousands from their homes. Swollen lakes include L. Nakuru, L. Baringo &amp; L. Bogoria

Experts: Rising levels due to increased rainfall, siltation, climate change

Over 5000 people displaced by the expanding lakes #CitizenWeekend https://t.co/XuDxZ9XIYo","[""5000"", ""people"", ""displaced"", ""expanding"", ""lakes""]","[""B-fig"", ""B-unit"", ""B-term"", ""B-trig"",   ""I-trig""]",TRUE,1,0,displaced,people,5000,,,[],"['displac', 'home', 'peopl', 'displac']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
122,Sat Aug 22 13:48:30 +0000 2020,1.30E+18,1.30E+18,"Bernie Sanders
Every year we see more extreme weather disasters. Every year we see more people displaced, homes destroyed and lives lost due to climate change. We cannot accept that this is our children’s future. We must end dependence on fossil fuels https://t.co/AjArYGBsO8",,,,1,1,,,,,,[],"['peopl', 'displac', 'home', 'destroy']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
123,Sat Aug 22 13:27:25 +0000 2020,1.30E+18,1.30E+18,"@LSW1261267251 Where they send us thousands more 3rd worlders on the basis that theyve been displaced due to climate change issues ?
I work outside and it never stops bloody raining so can I go to a 4 star hotel in The Caribbean please ?",,,,1,1,,,,,,[],['displac'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,Sat Aug 22 13:14:22 +0000 2020,1.30E+18,1.30E+18,Hundreds of millions of people around the world are going to be displaced by climate change. Who knows how many millions will die in wars over water and food and simply a dry place to stand?,,,,1,1,,,,,,[],"['peopl', 'displac']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,Sat Aug 22 11:39:16 +0000 2020,1.30E+18,1.30E+18,"@GeorgeTakei Don't forget the climate change refugees.  By 2050, there will be over a BILLION people displaced across the planet.  The magas cry about Mexico...wait til they see what's around the corner.....",,,,1,1,,,,,,[],"['refuge', 'peopl', 'displac']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
126,Sat Aug 22 09:44:55 +0000 2020,1.30E+18,1.30E+18,"#CycloneAmphan spent three months on the west #coastofBangladesh. People's suffering has not decreased, but has increased. @ri_montu's story published in @GaonConnectionE. 

@IPCC_CH @UNDRR_AsiaPac @a2rinitiative @ejfoundation @ICD_climate @AmphanRelief 

https://t.co/lD9Fwqbz7l https://t.co/JAEv6miJiv",,,,,1,,,,,,[],['peopl'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,Sat Aug 22 01:33:15 +0000 2020,1.30E+18,1.30E+18,"California is using prison labor to fight fires. It’s not getting better. We need public housing for displaced people. Climate resilience for cities. Public health for all. It’s not optional! 
At least 5 people killed in Northern California wildfires https://t.co/YGFBNqwEBw",,,,1,1,,,,,,"['fight', 'fire', 'wildfir']","['hous', 'displac', 'peopl', 'peopl']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
128,Sat Aug 22 01:31:51 +0000 2020,1.30E+18,1.30E+18,"@ElijahSchaffer This virus was not made in a lab, it came from bats. The reason it's connected to climate change is that the more we encroach on habitats and come into contact with displaced animals the more viruses we are going to come in contact with. It's not a hard concept...",,,,1,1,,,,,,[],['displac'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,Sat Aug 22 00:56:11 +0000 2020,1.30E+18,1.30E+18,@BreadAndRoses @Karl_Was_Right Yeah and how functionally different is Trump from Dems in terms of climate change? He's just more honest about the fact that Capital's only plans for climate change are militant repression of displaced populations and a scramble for resources.,,,,1,1,,,,,,[],['displac'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,Fri Aug 21 22:43:38 +0000 2020,1.30E+18,1.30E+18,"I always thought displaced climate refugees would be coming from outside the country, but didn't realize internally displaced climate refugees would be a thing.

#californiafires #climate #fire #refugees",,,,1,1,,,,,,['fire'],"['displac', 'refuge', 'displac', 'refuge', 'refuge']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
131,Fri Aug 21 21:08:38 +0000 2020,1.30E+18,1.30E+18,"@latimes Every year: massive air pollution, destruction of public lands, people killed &amp; displaced, but climate change or something...lefty leadership fail.",,,,1,1,,,,,,[],"['peopl', 'displac']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,Fri Aug 21 18:58:29 +0000 2020,1.30E+18,1.30E+18,"If you’re a Berkeley resident, join our coming candidate forums and ask the candidates: what are YOU doing to provide housing security and climate preparedness - both for current residents and displaced people to come? https://t.co/2pQwvpdgt1",,,,1,1,,,,,,[],"['resid', 'hous', 'resid', 'displac', 'peopl']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
133,Fri Aug 21 18:38:16 +0000 2020,1.30E+18,1.30E+18,"Without a GND and radical mobilization incrementalism will not solve the climate crises or address the needs of those that become displaced due to job loss in oil/gas &amp; climate refugees. Consistent incremental change beginning in the 80s could’ve worked, but not in 2020",,,,1,1,,,,,,[],"['displac', 'refuge']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
134,Fri Aug 21 18:31:46 +0000 2020,1.30E+18,1.30E+18,"Big thank you to our CalFirefighters for putting their lives on the line during an already hellatious pandemic 👏

Take a moment to think about the people/animals lost and displaced from these horrific natural disasters

Climate change is real and its impacts are being realized🌎 https://t.co/6bN1yPAm0f",,,,1,1,,,,,,[],['displac'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,Fri Aug 21 17:51:38 +0000 2020,1.30E+18,1.30E+18,Climate change is real and we need ACTION. Prayers to all the displaced and deceased Californians. https://t.co/WpsfU0CH1A,,,,1,1,,,,,,[],['displac'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,Fri Aug 21 17:08:57 +0000 2020,1.30E+18,1.30E+18,"We can’t use the term climate-pandemic refugees because they did not flee the country.

So, climate-pandemic internally displaced persons. https://t.co/6An1QiKBsa",,,,1,1,,,,,,[],"['refuge', 'flee', 'displac', 'person']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
137,Fri Aug 21 16:42:29 +0000 2020,1.30E+18,1.30E+18,"Refugee crises are only going to grow from here, as 100's of millions are displaced due to climate change and other causes. If we've learned anything in the 5 years since Europe's crisis, it's that we must be reminded to start from a place of empathy and understanding, not fear. https://t.co/AKhxCAduoD",,,,1,1,,,,,,[],"['refuge', 'displac']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
138,Fri Aug 21 16:33:48 +0000 2020,1.30E+18,1.30E+18,@alex_randall @m_yonetani Nice report. See also a piece @carlosonhousing and I wrote on the cascading impacts of COVID-19 on people displaced by climate change related disasters: https://t.co/rVKtP4hCEE,,,,1,1,,,,,,[],"['peopl', 'displac']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,Fri Aug 21 15:36:13 +0000 2020,1.30E+18,1.30E+18,"#Bangladesh: Housing for disaster #displaced pple in Cox's Bazar. ""Our home in..Kutubdia island was destroyed in the [1991] cyclone &amp; we took shelter in a coastal slum outside Cox's Bazar airport. But during high tide, this slum home also goes under water"" https://t.co/YBttMrZmq7","[""displaced"", ""home"", ""cyclone""]","[""B-term"", ""B-unit"", ""B-trig""]",FALSE,1,0,displaced,,,,,['cyclon'],"['hous', 'displac', 'home', 'destroy', 'shelter', 'home']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
140,Fri Aug 21 15:35:56 +0000 2020,1.30E+18,1.30E+18,"@ChrisKillebrew3 @HouseDemocrats You're right, if we don't deal with the climate the cost will be even further increasing deaths, preventable illnesses from extreme weather, extreme heat or cold, droughts, floods, displaced homes, and crop failures.

We can't have our great-grandchildren pay that price.",,,,1,1,,,,,,['flood'],"['displac', 'home']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
141,Fri Aug 21 14:47:24 +0000 2020,1.30E+18,1.30E+18,"@SusaMorgan @DickWinchester @KHayhoe Not one FKN word about wildlife, maybe 5 words about the environment in general from uncle @JoeBiden last night. “Climate change” he said, they wouldn’t even allow him to say #climateCRISIS no mention of 62,000 displaced in CA fires last night. Oil running both sides it seems",,,,1,1,,,,,,['fire'],['displac'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,Sat Aug 01 23:37:00 +0000 2020,1.29E+18,1.29E+18,"August 11 | Women on the Move: Climate-Driven Migration

@SAISHopkins is hosting an event featuring @devoncone, @KaylyOber, and @TowerAmali, Founder of @climate_refugee, on climate change &amp; it’s impact on displaced women. 

Learn more: https://t.co/1PyhYemoJv",,,,1,1,,,,,,[],['displac'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,Sat Aug 01 16:58:59 +0000 2020,1.29E+18,1.29E+18,"@AmericanAeon @Biscuithammer0 @kbennhold not amount to what Sanders calls Healthcare for all. Global Climate Crisis will add 1 bio refugees per 1 degree warming of Earth to the existing 65.3 mio ppl currently displaced. Of those who are not displaced, a large percentage will fall below the poverty line from COVID. 6",,,,1,1,,,,,,[],"['refuge', 'displac', 'displac']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
144,Sat Aug 01 16:50:08 +0000 2020,1.29E+18,1.29E+18,I followed the decisions of ppl in rural Guatemala &amp;routes to big cities &amp;north thru Mexico to Texas. I found an astonishing need for food &amp;witnessed the ways [white supremacy] competition &amp;poverty among the displaced broke down cultural &amp;moral boundaries. https://t.co/LZUuBwaqBi,,,,1,1,,,,,,[],['displac'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,Sat Aug 01 16:44:43 +0000 2020,1.29E+18,1.29E+18,@cnni Oopsie. Displaced many people and they didn't take into account climate change.,,,,1,1,,,,,,[],"['displac', 'peopl']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,Sat Aug 01 14:02:47 +0000 2020,1.29E+18,1.29E+18,"Yes, and it's not going to happen until 30% of the planet's population is displaced by climate change and we dividing the planet's scraps in class warfare https://t.co/FZgbaeOJIT",,,,1,1,,,,,,[],['displac'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,Sat Aug 01 10:28:02 +0000 2020,1.29E+18,1.29E+18,"Three billion koalas, kangaroos and other animals have been killed, displaced in Australia's 'Black Summer' bushfires. It's the worst event for wildlife in Australia, among the worst in the world
https://t.co/lRxxqKBTr0

#Watches4Nature | #ActOnClimate | 

https://t.co/ejNFVqQEV2 https://t.co/ABCJdoRuwK",,,,1,1,,,,,,[],['displac'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Sat Aug 01 07:16:29 +0000 2020,1.29E+18,1.29E+18,"As many as 200 million people might need to leave their homes for climate-related reasons by 2050. Read @soniashah on why governments need to be facilitating climate migration, not ignoring or exploiting the displaced:
https://t.co/zjiSG6K4ny","[""200"", ""million"", ""people"", ""climate"", ""by"", ""2050"", ""displaced""]","[""B-fig"", ""I-fig"", ""B-unit"", ""B-trig"", ""B-time"", ""I-time"", ""B-term""]",FALSE,1,0,displaced,people,200 million,,,[],"['peopl', 'home', 'displac']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
149,Sat Aug 01 06:28:00 +0000 2020,1.29E+18,1.29E+18,"Three billion koalas, kangaroos and other animals have been killed, displaced in Australia's 'Black Summer' bushfires. It's the worst event for wildlife in Australia, among the worst in the world
https://t.co/lRxxqKBTr0

#Watches4Nature | #ActOnClimate | 

https://t.co/ejNFVqQEV2 https://t.co/NjKsOK0hod",,,,1,1,,,,,,[],['displac'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,Sat Aug 01 00:30:07 +0000 2020,1.29E+18,1.29E+18,‘...governments worldwide have neglected and exploited this new class of “climate displaced”—exposing them to both climate shocks and the abuse that often follows.’ @soniashah covers the reality of the climate migration crisis. We must act now &amp; as one. https://t.co/hscRdLe04E,,,,1,1,,,,,,[],['displac'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,Fri Jul 31 22:31:45 +0000 2020,1.29E+18,1.29E+18,"One the most important classes I took in uni in was ""The History and Politics of Genocide"". On the last day, my prof talked about climate refugees. His example was Bangladesh: ""what'll we do with millions of displaced people?""

That was 2008. It's happening now. It's *terrifying*",,,,1,1,,,,,,[],"['refuge', 'displac', 'peopl']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
152,Fri Jul 31 19:32:26 +0000 2020,1.29E+18,1.29E+18,"As many as 200 million people might need to leave their homes for climate-related reasons by 2050. @soniashah explains why governments need to be facilitating climate migration, not ignoring or exploiting the displaced:
https://t.co/g5W0KSA0Jt","[""200"", ""million"", ""people"", ""climate"", ""by"", ""2050"", ""displaced""]","[""B-fig"", ""I-fig"", ""B-unit"", ""B-trig"", ""B-time"", ""I-time"", ""B-term""]",FALSE,1,0,displaced,people,200 million,,,[],"['peopl', 'home', 'displac']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Fri Jul 31 18:53:05 +0000 2020,1.29E+18,1.29E+18,"@yayitsrob @gariamray Well since I have to spell it out: About how your critique of Andrew Yang ""move communities to higher ground"" doesnt seem to square with the reality that entire communities are in fact being displaced due to climate change. https://t.co/ZdWaOpCFvT",,,,1,1,,,,,,[],['displac'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,Fri Jul 31 17:45:02 +0000 2020,1.29E+18,1.29E+18,Just a reminder to all the people in Florida who become displaced by our inaction on climate change. It’s damn cold in MN. You wouldn’t like it here. https://t.co/3i0Kx7Pitx,,,,1,1,,,,,,[],"['peopl', 'displac']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,Fri Jul 31 17:41:24 +0000 2020,1.29E+18,1.29E+18,"Amendment 32, ""Further Facilitating a Just Transition,"" improves on ensuring our workforce shares in climate progress. The @MassCEC program above is focused on (i) women- &amp; minority-owned biz, (ii) folks in EJ communities,  (iii) workers displaced from the fossil fuel industry.",,,,1,1,,,,,,[],['displac'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
